EstimatedSalary,Age,CreditScore,AnnualExpenses,InternetUsagePerDay,LoanAmount,NumOfDependents,EmploymentStatus,Purchased
0.34800592009862774,0.5445177977888895,0.6980123350380844,-0.6352518541791657,-0.37063968588055507,0.02992588501562737,-0.7344400767863494,0.42205966769209435,0
-0.898632887481314,-1.214761213491034,0.6854842658829632,-0.2959461881219598,-0.03681986284245929,1.2587852862263786,1.3902660277064647,-0.46977269932765076,0
0.6305157774663616,1.1309441348821974,-1.1498778653422825,-0.7291809499150641,0.33872743807539885,-0.34607734399831047,-0.7344400767863494,1.3138920347118395,1
-0.36696521531130116,0.5445177977888895,0.948573718140507,-0.5019041997271346,1.0202762434448445,1.0102527154846317,-0.026204708622077987,-1.361605066347396,0
-1.1012146810576315,-0.6283348763977261,-1.5131918708407952,0.6565898271188838,1.2289136328436545,-0.2953003580235869,-1.4426754449506207,-1.361605066347396,0
-0.19407098828608124,-0.9634356404510449,0.716804438770766,-0.35066780176135676,-1.4509177243232823,0.29162807625289894,-0.7344400767863494,-0.46977269932765076,1
-0.3245316452320044,-0.4607844943710667,0.07787291185958835,-0.11378706538020628,1.419005476518126,1.312942709547547,-0.026204708622077987,-0.46977269932765076,1
0.5630150671149395,-0.4607844943710667,0.15304132679031512,0.3796045330077992,1.5349151372952425,0.1518329068217945,-0.7344400767863494,1.3138920347118395,1
-0.9478377719349667,0.7958433708288787,0.7669167153912505,-0.5661770304048449,0.33872743807539885,0.6029100152380282,-0.026204708622077987,0.42205966769209435,1
-1.1072955869075432,1.7173704719755052,0.4098667444702983,-1.150648190163727,-1.0753704234054242,1.6725367322756173,0.6820306595421933,1.3138920347118395,0
-0.05381184112785488,0.2931922247489005,1.4998087609658366,1.2501900506768169,1.122276744928707,0.8026375217904776,-0.026204708622077987,0.42205966769209435,1
-0.7430519819152315,-0.7121100674110559,0.6165798855297969,1.5999440094057689,0.18109029941852028,0.5965012694353932,1.3902660277064647,1.3138920347118395,1
1.6012567170088228,-1.2985364045043637,-0.7113954449130429,-0.33404551796539717,1.1176403584976224,1.7162711404452473,-0.026204708622077987,-1.361605066347396,1
-0.6518118399925382,-1.0472108314643747,-1.6635287007022488,-0.6911343892265345,1.1083675856354533,-1.0132911652528613,-0.7344400767863494,-1.361605066347396,1
-0.3707093538477097,1.2147193258955271,-1.588360285771522,0.7335800241293758,-1.423099405736774,-1.0712515805887801,0.6820306595421933,0.42205966769209435,1
-1.553963348048877,-0.12568373031774796,-0.9744848971705866,-1.2053698038031242,0.38509130238624534,-1.267457798238683,0.6820306595421933,1.3138920347118395,1
1.2005807852650747,-0.2932341123444074,-0.9369006897052232,0.4896809901454869,-0.046092635704628425,1.5364037033031614,-0.026204708622077987,-0.46977269932765076,1
-0.3858452330374464,-0.04190853930441828,1.6814657637150932,-0.33826705035802185,1.567369842312835,-0.5551010532534832,-0.7344400767863494,0.42205966769209435,1
-0.8715210758098735,-1.466086786531023,0.19062553425567852,1.2502428198317248,-0.6951867360564815,-0.10486905417386073,0.6820306595421933,-1.361605066347396,1
-1.2893510039686564,0.9633937528555381,0.9861579256058703,-1.3976606042871769,-1.0058246269391544,0.9889137047351987,-0.026204708622077987,0.42205966769209435,1
-0.8928175233715732,0.4607426067755599,-0.6049068570945133,-0.9545580105263124,1.3958235443627027,-0.0652897669092357,-0.026204708622077987,1.3138920347118395,0
-1.0709163685041412,-1.214761213491034,-1.4756076633754318,1.375252947808322,-1.2051892434757947,-1.545780473095975,-0.026204708622077987,-0.46977269932765076,0
1.106871105158793,-1.2985364045043637,0.7857088191239322,0.27506883713543145,0.6632744882513255,-1.6294462974204849,0.6820306595421933,-0.46977269932765076,1
-0.6402607742951076,-0.5445596853843965,-0.09752005631210749,-0.1407521035380962,-0.6812775767632276,1.3948478894207836,-1.4426754449506207,0.42205966769209435,1
1.3165163090236542,-0.2932341123444074,-1.3064787297812965,-1.0746606070964835,0.25063609588479,1.3199852873526405,-0.7344400767863494,1.3138920347118395,1
1.3179767885945937,0.8796185618422083,0.0841369464371489,1.6646917624776494,0.4175460074038381,-0.07754385229009826,1.3902660277064647,1.3138920347118395,1
-0.3409155706005439,-0.8796604494377152,-0.4044577506125752,-0.8279648079024808,-0.27327557082777715,-1.1299866794832594,1.3902660277064647,-0.46977269932765076,0
